"studyid","rltv_mo","errorcode","errormessage","process","premiseid","studypoint","updated_dt","process_run_date","job_run_id"
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (979.25 kwh) is outside the 10.0% threshold when compared to billed usage (814.0 kwh).,Interval Data Quality,70398499,"560.0",2025-03-29 12:47:02.717,20250329,ALR-scheduled__2025-03-28T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1539.0 kwh) is outside the 10.0% threshold when compared to billed usage (837.0 kwh).,Interval Data Quality,70462664,"559.0",2025-03-29 12:47:02.717,20250329,ALR-scheduled__2025-03-28T13:30:00+00:00
FPLC-RSEV,202502,DIFFBILLCOMP,Interval cut (2208.88 kwh) is outside the 10.0% threshold when compared to billed usage (399.0 kwh).,Interval Data Quality,70548312,"573.0",2025-03-29 12:47:02.717,20250329,ALR-scheduled__2025-03-28T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1503.12 kwh) is outside the 10.0% threshold when compared to billed usage (597.0 kwh).,Interval Data Quality,70650219,"574.0",2025-03-29 12:47:02.717,20250329,ALR-scheduled__2025-03-28T13:30:00+00:00
FPLC-RSEV,202502,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70548312,"573.0",2025-03-29 12:47:02.717,20250329,ALR-scheduled__2025-03-28T13:30:00+00:00
FPLC-RSEV,202503,PREMISE,"Premise data change: channels changed from [1, 1000] to [1.0].",Master Data,70154475,"251.0",2025-03-29 12:47:02.717,20250329,ALR-scheduled__2025-03-28T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1226.0 kwh) is outside the 10.0% threshold when compared to billed usage (904.0 kwh).,Interval Data Quality,70039975,"266.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1190.0 kwh) is outside the 10.0% threshold when compared to billed usage (972.0 kwh).,Interval Data Quality,70053071,"422.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1813.0 kwh) is outside the 10.0% threshold when compared to billed usage (1191.0 kwh).,Interval Data Quality,70148787,"412.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1831.16 kwh) is outside the 10.0% threshold when compared to billed usage (1637.0 kwh).,Interval Data Quality,70223560,"553.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RS44NET9,202503,DIFFBILLCOMP,Interval cut (669.02 kwh) is outside the 10.0% threshold when compared to billed usage (251.0 kwh).,Interval Data Quality,70281751,"56916.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (669.02 kwh) is outside the 10.0% threshold when compared to billed usage (251.0 kwh).,Interval Data Quality,70281751,"265.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RS44NET2,202503,DIFFBILLCOMP,Interval cut (1353.2 kwh) is outside the 10.0% threshold when compared to billed usage (251.0 kwh).,Interval Data Quality,70281751,"56916.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RS44NET4,202503,DIFFBILLCOMP,Interval cut (684.18 kwh) is outside the 10.0% threshold when compared to billed usage (251.0 kwh).,Interval Data Quality,70281751,"56916.0",2025-04-01 13:25:36.217,20250401,ALR-scheduled__2025-03-31T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1778.08 kwh) is outside the 10.0% threshold when compared to billed usage (1130.0 kwh).,Interval Data Quality,70530764,"243.0",2025-04-02 12:42:09.846,20250402,ALR-scheduled__2025-04-01T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1422.75 kwh) is outside the 10.0% threshold when compared to billed usage (877.0 kwh).,Interval Data Quality,70372345,"361.0",2025-04-03 13:05:00.819,20250403,ALR-scheduled__2025-04-02T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1551.0 kwh) is outside the 10.0% threshold when compared to billed usage (1022.0 kwh).,Interval Data Quality,70023774,"575.0",2025-04-04 13:19:24.444,20250404,ALR-scheduled__2025-04-03T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1253.0 kwh) is outside the 10.0% threshold when compared to billed usage (891.0 kwh).,Interval Data Quality,70054710,"525.0",2025-04-04 13:19:24.444,20250404,ALR-scheduled__2025-04-03T13:30:00+00:00
FPLC-RS1EV,202503,DIFFBILLCOMP,Interval cut (266.96 kwh) is outside the 10.0% threshold when compared to billed usage (340.0 kwh).,Interval Data Quality,70054710,"7461.0",2025-04-04 13:19:24.444,20250404,ALR-scheduled__2025-04-03T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1267.0 kwh) is outside the 10.0% threshold when compared to billed usage (916.0 kwh).,Interval Data Quality,70002132,"555.0",2025-04-05 13:35:28.634,20250405,ALR-scheduled__2025-04-04T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1329.0 kwh) is outside the 10.0% threshold when compared to billed usage (1154.0 kwh).,Interval Data Quality,70079357,"372.0",2025-04-05 13:35:28.634,20250405,ALR-scheduled__2025-04-04T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1365.0 kwh) is outside the 10.0% threshold when compared to billed usage (1240.0 kwh).,Interval Data Quality,70517290,"241.0",2025-04-05 13:35:28.634,20250405,ALR-scheduled__2025-04-04T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1502.51 kwh) is outside the 10.0% threshold when compared to billed usage (903.0 kwh).,Interval Data Quality,70593045,"656.0",2025-04-05 13:35:28.634,20250405,ALR-scheduled__2025-04-04T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1149.39 kwh) is outside the 10.0% threshold when compared to billed usage (601.0 kwh).,Interval Data Quality,70648386,"574.0",2025-04-05 13:35:28.634,20250405,ALR-scheduled__2025-04-04T13:30:00+00:00
FPLC-RSEV,202503,PREMISE,"Premise data change: channels changed from [1, 1000] to [1.0].",Master Data,70593045,"656.0",2025-04-05 13:35:28.634,20250405,ALR-scheduled__2025-04-04T13:30:00+00:00
FPLC-RSEV,202503,PREMISE,"Premise data change: channels changed from [1, 1000] to [1.0].",Master Data,70517290,"241.0",2025-04-05 13:35:28.634,20250405,ALR-scheduled__2025-04-04T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1480.0 kwh) is outside the 10.0% threshold when compared to billed usage (1042.0 kwh).,Interval Data Quality,70018169,"573.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1799.0 kwh) is outside the 10.0% threshold when compared to billed usage (1353.0 kwh).,Interval Data Quality,70033295,"288.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1405.42 kwh) is outside the 10.0% threshold when compared to billed usage (783.0 kwh).,Interval Data Quality,70161092,"213.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (811.0 kwh) is outside the 10.0% threshold when compared to billed usage (338.0 kwh).,Interval Data Quality,70297004,"441.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (2132.03 kwh) is outside the 10.0% threshold when compared to billed usage (956.0 kwh).,Interval Data Quality,70410467,"961.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1168.48 kwh) is outside the 10.0% threshold when compared to billed usage (633.0 kwh).,Interval Data Quality,70577611,"452.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1450.61 kwh) is outside the 10.0% threshold when compared to billed usage (985.0 kwh).,Interval Data Quality,70597182,"586.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (889.61 kwh) is outside the 10.0% threshold when compared to billed usage (572.0 kwh).,Interval Data Quality,70602615,"216.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1276.0 kwh) is outside the 10.0% threshold when compared to billed usage (797.0 kwh).,Interval Data Quality,70674364,"2092.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET9,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70108228,"40010.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70108228,"222.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET9,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"287.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET9,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70646976,"78503.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70646976,"440.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET2,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70108228,"40010.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET4,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70108228,"40010.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET2,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET4,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET2,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70646976,"78503.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET4,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70646976,"78503.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,AUMONTH,"Only 9 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70674364,"2092.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RSEV,202503,PREMISE,"Premise data change: channels changed from [1] to [1.0, 1000.0].",Master Data,70044910,"609.0",2025-04-08 13:46:50.357,20250408,ALR-scheduled__2025-04-07T13:30:00+00:00
FPLC-RS44NET9,202503,BADINTV,The percent of bad intervals (4.3%) is outside of the 2.0% threshold.,Interval Data Quality,70548312,"73292.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RSEV,202503,BADINTV,The percent of bad intervals (4.3%) is outside of the 2.0% threshold.,Interval Data Quality,70548312,"573.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET2,202503,BADINTV,The percent of bad intervals (4.3%) is outside of the 2.0% threshold.,Interval Data Quality,70548312,"73292.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET4,202503,BADINTV,The percent of bad intervals (4.3%) is outside of the 2.0% threshold.,Interval Data Quality,70548312,"73292.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1543.0 kwh) is outside the 10.0% threshold when compared to billed usage (953.0 kwh).,Interval Data Quality,70124001,"361.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (2099.33 kwh) is outside the 10.0% threshold when compared to billed usage (1746.0 kwh).,Interval Data Quality,70477799,"1474.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1813.21 kwh) is outside the 10.0% threshold when compared to billed usage (1228.0 kwh).,Interval Data Quality,70484718,"405.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET9,202503,DIFFBILLCOMP,Interval cut (1231.47 kwh) is outside the 10.0% threshold when compared to billed usage (807.0 kwh).,Interval Data Quality,70548312,"73292.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RSEV,202503,DIFFBILLCOMP,Interval cut (1231.47 kwh) is outside the 10.0% threshold when compared to billed usage (807.0 kwh).,Interval Data Quality,70548312,"573.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET2,202503,DIFFBILLCOMP,Interval cut (2531.25 kwh) is outside the 10.0% threshold when compared to billed usage (807.0 kwh).,Interval Data Quality,70548312,"73292.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET4,202503,DIFFBILLCOMP,Interval cut (1299.78 kwh) is outside the 10.0% threshold when compared to billed usage (807.0 kwh).,Interval Data Quality,70548312,"73292.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET9,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70235805,"66368.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RSEV,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70235805,"246.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET2,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70235805,"66368.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET4,202503,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70235805,"66368.0",2025-04-09 12:31:41.550,20250409,ALR-scheduled__2025-04-08T13:30:00+00:00
FPLC-RS44NET9,202504,DIFFBILLCOMP,Interval cut (1595.58 kwh) is outside the 10.0% threshold when compared to billed usage (1033.0 kwh).,Interval Data Quality,70336847,"72621.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1595.58 kwh) is outside the 10.0% threshold when compared to billed usage (1033.0 kwh).,Interval Data Quality,70336847,"330.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (915.92 kwh) is outside the 10.0% threshold when compared to billed usage (775.0 kwh).,Interval Data Quality,70576603,"587.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1532.99 kwh) is outside the 10.0% threshold when compared to billed usage (1155.0 kwh).,Interval Data Quality,70607810,"1476.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1269.12 kwh) is outside the 10.0% threshold when compared to billed usage (708.0 kwh).,Interval Data Quality,70627943,"1470.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (841.35 kwh) is outside the 10.0% threshold when compared to billed usage (404.0 kwh).,Interval Data Quality,70633535,"267.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1144.31 kwh) is outside the 10.0% threshold when compared to billed usage (214.0 kwh).,Interval Data Quality,70651418,"508.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET2,202504,DIFFBILLCOMP,Interval cut (2116.99 kwh) is outside the 10.0% threshold when compared to billed usage (1033.0 kwh).,Interval Data Quality,70336847,"72621.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET4,202504,DIFFBILLCOMP,Interval cut (521.41 kwh) is outside the 10.0% threshold when compared to billed usage (1033.0 kwh).,Interval Data Quality,70336847,"72621.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET9,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70626774,"72840.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70626774,"808.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET2,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70622019,"74632.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET4,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70622019,"74632.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET2,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70626774,"72840.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET4,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70626774,"72840.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET9,202504,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"72621.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"330.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,AUMONTH,"Only 10 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70664193,"1529.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS1EV,202504,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"2620.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET2,202504,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"72621.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET4,202504,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"72621.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET4,202504,PREMISE,"Premise data change: channels changed from [2, 4, 9] to [2.0, 4.0, 9.0, 1000.0].",Master Data,70622019,"74632.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET9,202504,PREMISE,"Premise data change: channels changed from [2, 4, 9] to [2.0, 4.0, 9.0, 1000.0].",Master Data,70622019,"74632.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RS44NET2,202504,PREMISE,"Premise data change: channels changed from [2, 4, 9] to [2.0, 4.0, 9.0, 1000.0].",Master Data,70622019,"74632.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,PREMISE,"Premise data change: channels changed from [2, 4, 9] to [2.0, 4.0, 9.0, 1000.0].",Master Data,70622019,"280.0",2025-04-10 12:06:14.000,20250410,ALR-scheduled__2025-04-09T13:30:00+00:00
FPLC-RSEV,202504,PREMISE,"Premise data change: channels changed from [1, 1000] to [1.0].",Master Data,70005262,"808.0",2025-04-11 12:47:15.872,20250411,ALR-scheduled__2025-04-10T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1189.0 kwh) is outside the 10.0% threshold when compared to billed usage (551.0 kwh).,Interval Data Quality,70042144,"331.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (953.0 kwh) is outside the 10.0% threshold when compared to billed usage (631.0 kwh).,Interval Data Quality,70120341,"463.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RS44NET9,202504,DIFFBILLCOMP,Interval cut (1380.79 kwh) is outside the 10.0% threshold when compared to billed usage (167.0 kwh).,Interval Data Quality,70158196,"70150.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1380.79 kwh) is outside the 10.0% threshold when compared to billed usage (167.0 kwh).,Interval Data Quality,70158196,"433.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1555.89 kwh) is outside the 10.0% threshold when compared to billed usage (1242.0 kwh).,Interval Data Quality,70321632,"218.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (562.45 kwh) is outside the 10.0% threshold when compared to billed usage (401.0 kwh).,Interval Data Quality,70419109,"532.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RS44NET2,202504,DIFFBILLCOMP,Interval cut (1871.42 kwh) is outside the 10.0% threshold when compared to billed usage (167.0 kwh).,Interval Data Quality,70158196,"70150.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RS44NET4,202504,DIFFBILLCOMP,Interval cut (490.63 kwh) is outside the 10.0% threshold when compared to billed usage (167.0 kwh).,Interval Data Quality,70158196,"70150.0",2025-04-12 11:47:51.674,20250412,ALR-scheduled__2025-04-11T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (1702.0 kwh) is outside the 10.0% threshold when compared to billed usage (1159.0 kwh).,Interval Data Quality,70079762,"351.0",2025-04-15 12:01:48.928,20250415,ALR-scheduled__2025-04-14T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (2257.0 kwh) is outside the 10.0% threshold when compared to billed usage (1359.0 kwh).,Interval Data Quality,70287589,"305.0",2025-04-15 12:01:48.928,20250415,ALR-scheduled__2025-04-14T13:30:00+00:00
FPLC-RS44NET9,202504,DIFFBILLCOMP,Interval cut (379.16 kwh) is outside the 10.0% threshold when compared to billed usage (21.0 kwh).,Interval Data Quality,70346117,"32819.0",2025-04-15 12:01:48.928,20250415,ALR-scheduled__2025-04-14T13:30:00+00:00
FPLC-RSEV,202504,DIFFBILLCOMP,Interval cut (379.16 kwh) is outside the 10.0% threshold when compared to billed usage (21.0 kwh).,Interval Data Quality,70346117,"360.0",2025-04-15 12:01:48.928,20250415,ALR-scheduled__2025-04-14T13:30:00+00:00
FPLC-RS44NET2,202504,DIFFBILLCOMP,Interval cut (808.5 kwh) is outside the 10.0% threshold when compared to billed usage (21.0 kwh).,Interval Data Quality,70346117,"32819.0",2025-04-15 12:01:48.928,20250415,ALR-scheduled__2025-04-14T13:30:00+00:00
FPLC-RS44NET4,202504,DIFFBILLCOMP,Interval cut (429.34 kwh) is outside the 10.0% threshold when compared to billed usage (21.0 kwh).,Interval Data Quality,70346117,"32819.0",2025-04-15 12:01:48.928,20250415,ALR-scheduled__2025-04-14T13:30:00+00:00
FPLC-RS44NET9,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70002972,"40793.0",2025-04-16 13:14:28.632,20250416,ALR-scheduled__2025-04-15T13:30:00+00:00
FPLC-RSEV,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70002972,"1472.0",2025-04-16 13:14:28.632,20250416,ALR-scheduled__2025-04-15T13:30:00+00:00
FPLC-RS44NET2,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70002972,"40793.0",2025-04-16 13:14:28.632,20250416,ALR-scheduled__2025-04-15T13:30:00+00:00
FPLC-RS44NET4,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70002972,"40793.0",2025-04-16 13:14:28.632,20250416,ALR-scheduled__2025-04-15T13:30:00+00:00
FPLC-RS44NET2,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2025-04-16 13:14:28.632,20250416,ALR-scheduled__2025-04-15T13:30:00+00:00
FPLC-RS44NET4,202504,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2025-04-16 13:14:28.632,20250416,ALR-scheduled__2025-04-15T13:30:00+00:00
FPLC-RS44NET9,202510,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2025-10-18 04:57:31.094,20251018,ALR-scheduled__2025-10-17T08:00:00+00:00
FPLC-RSEV,202510,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"229.0",2025-10-18 04:57:31.094,20251018,ALR-scheduled__2025-10-17T08:00:00+00:00
